featureName,parm37,parm37_lgg,parm37_gbm,parm37_conjugate,parm46,parm46_lgg,parm46_gbm,parm46_conjugate,parm55,parm55_lgg,parm55_gbm,parm55_conjugate,parm64,parm64_lgg,parm64_gbm,parm64_conjugate,parm73,parm73_lgg,parm73_gbm,parm73_conjugate
wavelet.HHL_gldm_DependenceNonUniformityNormalized,8,7,8,7,6,3,6,3,5,4,4,3,3,3,2,2,1,0,1,0
wavelet.HHH_glcm_Contrast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_glszm_GrayLevelNonUniformityNormalized,9,6,9,6,9,8,8,8,8,6,7,5,2,2,1,1,2,2,1,1
wavelet.LLH_gldm_HighGrayLevelEmphasis,0,0,0,0,2,2,2,2,5,5,4,4,1,1,1,1,1,1,1,1
square_glrlm_RunEntropy,51,45,49,44,89,84,86,81,146,137,141,132,191,171,167,151,258,211,205,168
log.sigma.3.mm.3D_glrlm_LongRunHighGrayLevelEmphasis,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_glszm_SmallAreaEmphasis,35,28,31,26,25,25,23,23,16,10,14,9,8,8,7,7,6,6,6,6
original_glcm_ClusterTendency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square_glszm_HighGrayLevelZoneEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gradient_glrlm_LongRunHighGrayLevelEmphasis,1,0,1,0,2,2,2,2,3,3,3,3,9,7,6,5,3,3,2,2
square_gldm_DependenceNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_firstorder_Uniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
original_gldm_LargeDependenceEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHL_glcm_SumAverage,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
logarithm_firstorder_90Percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
logarithm_gldm_GrayLevelVariance,2,2,2,2,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
wavelet.LLH_gldm_SmallDependenceLowGrayLevelEmphasis,3,2,3,2,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.LHL_glcm_JointEntropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_glszm_GrayLevelNonUniformityNormalized,130,111,118,103,123,116,114,107,120,106,114,101,82,72,72,64,52,36,43,31
wavelet.HHH_glcm_ClusterTendency,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_glcm_ClusterTendency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHL_glcm_DifferenceVariance,3,3,2,2,4,3,4,3,5,5,5,5,3,3,3,3,3,3,2,2
exponential_glrlm_ShortRunHighGrayLevelEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHH_gldm_LargeDependenceEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_glrlm_RunLengthNonUniformityNormalized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLH_firstorder_Minimum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHH_glcm_Autocorrelation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHH_glcm_Idn,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
original_glrlm_LongRunEmphasis,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
exponential_glcm_Idmn,24,21,24,21,27,26,27,26,25,24,24,23,22,20,21,19,11,8,6,4
log.sigma.3.mm.3D_glrlm_RunLengthNonUniformity,1,1,1,1,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0
original_glrlm_GrayLevelNonUniformityNormalized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_glcm_Contrast,1,1,1,1,3,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0
logarithm_firstorder_MeanAbsoluteDeviation,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
square_gldm_DependenceNonUniformityNormalized,62,58,56,53,77,71,73,67,88,86,85,83,97,87,85,75,75,64,63,53
lbp.3D.k_glszm_LargeAreaEmphasis,9,8,8,7,9,9,9,9,8,7,8,7,4,4,4,4,5,3,5,3
logarithm_glcm_MCC,14,13,12,11,24,21,24,21,24,24,21,21,20,19,17,17,24,19,20,16
wavelet.LLH_firstorder_TotalEnergy,15,14,15,14,17,16,17,16,8,7,7,6,6,5,5,4,1,1,1,1
wavelet.LLL_firstorder_Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_gldm_LargeDependenceLowGrayLevelEmphasis,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,1,1,0
gradient_glcm_Imc2,3,2,3,2,1,1,1,1,1,1,1,1,2,2,0,0,1,1,1,1
lbp.3D.k_glcm_Idn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.m2_firstorder_Mean,3,1,3,1,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.LLH_glrlm_RunPercentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_glcm_Idm,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_firstorder_Maximum,10,9,10,9,17,15,17,15,4,4,4,4,10,10,8,8,5,3,4,2
wavelet.HHH_glrlm_RunEntropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLH_glrlm_LongRunHighGrayLevelEmphasis,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_gldm_DependenceNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.5.mm.3D_glszm_LowGrayLevelZoneEmphasis,24,23,23,22,36,33,35,32,38,37,35,34,36,32,32,29,33,22,28,19
gradient_glrlm_LongRunLowGrayLevelEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_glcm_InverseVariance,53,40,49,37,46,36,43,33,62,58,60,56,74,64,57,50,71,59,60,49
lbp.3D.k_firstorder_Skewness,3,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_glrlm_ShortRunHighGrayLevelEmphasis,4,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHH_ngtdm_Strength,2,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,5,4,3,2
wavelet.LHL_glrlm_RunPercentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square_firstorder_Median,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
gradient_ngtdm_Complexity,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_gldm_GrayLevelNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_gldm_LargeDependenceEmphasis,5,4,5,4,6,4,6,4,7,7,7,7,6,4,5,4,2,2,2,2
squareroot_glcm_SumSquares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHH_gldm_LargeDependenceLowGrayLevelEmphasis,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_glrlm_LongRunHighGrayLevelEmphasis,5,4,5,4,6,4,6,4,7,7,6,6,2,1,2,1,2,2,2,2
square_glcm_SumSquares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_firstorder_Kurtosis,106,92,96,85,142,135,134,127,259,241,233,217,362,321,317,283,483,382,377,296
wavelet.LLH_glcm_DifferenceEntropy,0,0,0,0,2,2,2,2,1,1,1,1,4,4,4,4,1,1,0,0
square_firstorder_Entropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_gldm_LowGrayLevelEmphasis,2,2,2,2,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0
wavelet.LHH_glcm_JointEnergy,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHL_glszm_SizeZoneNonUniformityNormalized,161,139,147,130,195,179,183,167,182,167,168,154,194,167,169,146,189,146,146,111
gradient_firstorder_Entropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.5.mm.3D_glcm_Idmn,12,10,11,10,6,5,5,4,4,3,4,3,2,1,2,1,1,0,1,0
lbp.3D.m2_firstorder_10Percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gradient_glrlm_RunEntropy,239,200,231,196,318,294,308,284,382,347,359,326,416,375,366,331,440,357,365,290
exponential_gldm_LargeDependenceLowGrayLevelEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHL_glcm_Contrast,1,1,1,1,1,1,1,1,4,4,4,4,2,2,1,1,4,3,4,3
wavelet.LHH_gldm_SmallDependenceLowGrayLevelEmphasis,20,18,20,18,24,22,24,22,28,25,27,24,21,18,19,17,7,4,5,2
wavelet.LHL_gldm_LargeDependenceEmphasis,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_firstorder_InterquartileRange,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.HLH_firstorder_RobustMeanAbsoluteDeviation,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
wavelet.LLL_firstorder_Skewness,55,49,53,48,62,56,55,49,72,65,68,62,70,63,63,60,55,47,42,34
exponential_glrlm_RunVariance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHL_glcm_Id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exponential_gldm_LowGrayLevelEmphasis,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
squareroot_glrlm_RunEntropy,28,21,27,20,55,53,52,50,64,62,58,56,76,67,65,58,67,58,53,45
wavelet.HHL_glszm_GrayLevelNonUniformityNormalized,18,17,16,15,27,24,25,22,27,25,23,21,41,33,38,30,54,43,44,35
wavelet.HHH_firstorder_Variance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
logarithm_firstorder_InterquartileRange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.m1_firstorder_10Percentile,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
wavelet.HHH_gldm_HighGrayLevelEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square_glrlm_LongRunEmphasis,4,4,4,4,4,3,4,3,11,9,10,8,12,9,9,7,17,14,12,10
original_firstorder_Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_glcm_DifferenceVariance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_glrlm_LongRunHighGrayLevelEmphasis,12,8,11,8,15,12,14,12,13,12,12,11,5,5,5,5,0,0,0,0
wavelet.LLH_glszm_LargeAreaEmphasis,19,16,18,15,18,17,18,17,6,5,6,5,3,2,2,2,1,1,0,0
wavelet.LLL_glrlm_GrayLevelVariance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_ngtdm_Complexity,4,4,4,4,3,3,3,3,4,3,4,3,5,5,5,5,2,2,2,2
squareroot_gldm_LargeDependenceEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_firstorder_MeanAbsoluteDeviation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
logarithm_glrlm_RunLengthNonUniformity,37,37,36,36,57,53,55,51,74,70,70,66,80,69,68,58,106,88,87,74
gradient_firstorder_90Percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_firstorder_Uniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_gldm_DependenceNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
log.sigma.3.mm.3D_glcm_Id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_glszm_SmallAreaLowGrayLevelEmphasis,2,2,2,2,3,3,3,3,2,1,2,1,3,2,2,1,0,0,0,0
wavelet.HHH_glrlm_LongRunEmphasis,1,1,1,1,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_glcm_Contrast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.m2_firstorder_MeanAbsoluteDeviation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLH_gldm_DependenceEntropy,2,2,2,2,3,3,3,3,6,6,6,6,4,4,2,2,2,2,1,1
lbp.3D.k_ngtdm_Busyness,0,0,0,0,3,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0
exponential_firstorder_Median,4,4,3,3,2,2,1,1,10,10,10,10,10,9,7,7,9,7,7,5
log.sigma.5.mm.3D_gldm_HighGrayLevelEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_firstorder_90Percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_glrlm_LongRunEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exponential_glcm_SumAverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_gldm_GrayLevelVariance,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.HLH_gldm_LargeDependenceEmphasis,12,9,12,9,14,14,14,14,16,15,15,14,10,10,10,10,11,7,10,6
exponential_glcm_ClusterProminence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
original_glcm_Idm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_firstorder_Variance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_glrlm_LowGrayLevelRunEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_glcm_JointEntropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_glszm_ZoneVariance,6,5,6,5,9,9,9,9,18,17,14,13,79,72,71,65,148,109,118,86
squareroot_firstorder_Entropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_glcm_JointEntropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.5.mm.3D_glcm_MCC,27,24,23,22,31,29,29,27,33,27,32,26,10,9,10,9,16,12,11,7
log.sigma.3.mm.3D_gldm_GrayLevelVariance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
original_ngtdm_Strength,19,18,19,18,22,20,22,20,7,6,6,6,6,5,6,5,3,1,3,1
wavelet.HHL_firstorder_90Percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_gldm_SmallDependenceHighGrayLevelEmphasis,7,7,7,7,2,2,2,2,3,2,3,2,1,1,1,1,2,2,2,2
logarithm_glszm_ZoneVariance,25,21,24,21,15,12,15,12,20,16,20,16,12,12,11,11,8,8,8,8
lbp.3D.m1_firstorder_Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exponential_gldm_SmallDependenceHighGrayLevelEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
exponential_glcm_Idm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLH_glrlm_ShortRunEmphasis,7,5,7,5,4,2,4,2,1,1,1,1,0,0,0,0,1,1,1,1
log.sigma.5.mm.3D_gldm_DependenceVariance,72,61,66,55,118,114,112,110,131,117,120,106,144,126,123,108,166,140,128,106
logarithm_glcm_ClusterTendency,2,1,2,1,6,6,6,6,2,2,1,1,0,0,0,0,1,1,0,0
wavelet.HHL_gldm_LargeDependenceEmphasis,7,6,5,5,6,6,6,6,4,4,4,4,8,8,8,8,5,4,5,4
lbp.3D.k_gldm_DependenceEntropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_gldm_GrayLevelNonUniformity,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_glcm_Idm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
squareroot_firstorder_Maximum,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
log.sigma.5.mm.3D_glrlm_GrayLevelVariance,0,0,0,0,1,1,1,1,2,1,2,1,1,1,1,1,0,0,0,0
wavelet.HLL_glszm_SizeZoneNonUniformityNormalized,17,16,14,13,11,11,11,11,9,8,9,8,13,13,12,12,9,8,8,7
log.sigma.3.mm.3D_glcm_ClusterShade,3,2,3,2,6,5,5,4,2,1,1,0,3,3,2,2,0,0,0,0
logarithm_firstorder_TotalEnergy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_firstorder_90Percentile,66,53,59,48,60,57,54,52,58,54,55,51,45,42,41,39,24,16,18,11
log.sigma.5.mm.3D_gldm_LowGrayLevelEmphasis,9,7,8,6,8,8,8,8,11,10,11,10,5,3,5,3,4,2,4,2
wavelet.HLL_gldm_DependenceNonUniformityNormalized,309,276,298,269,425,395,416,387,486,446,463,424,517,451,446,389,551,443,453,362
lbp.3D.k_glcm_DifferenceVariance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_gldm_SmallDependenceEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
log.sigma.5.mm.3D_glrlm_LowGrayLevelRunEmphasis,0,0,0,0,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.HLL_glszm_LowGrayLevelZoneEmphasis,3,3,3,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
exponential_firstorder_Uniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_firstorder_Variance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_gldm_DependenceNonUniformityNormalized,44,38,41,36,41,39,40,38,29,26,28,25,19,19,16,16,10,7,8,5
log.sigma.5.mm.3D_firstorder_InterquartileRange,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
lbp.3D.m2_gldm_GrayLevelNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_glcm_Contrast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
squareroot_glrlm_GrayLevelNonUniformity,3,3,3,3,4,2,4,2,1,1,1,1,1,1,1,1,0,0,0,0
logarithm_firstorder_RootMeanSquared,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square_ngtdm_Contrast,3,3,3,3,4,4,4,4,2,1,2,1,2,2,2,2,0,0,0,0
lbp.3D.m1_firstorder_Variance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_glcm_DifferenceVariance,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHL_glcm_JointAverage,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.HLH_glcm_Idmn,4,3,4,3,2,1,2,1,2,2,2,2,1,1,0,0,2,2,1,1
log.sigma.5.mm.3D_glrlm_RunEntropy,1,1,1,1,4,4,4,4,2,2,2,2,7,7,6,6,2,2,2,2
wavelet.HHH_glcm_InverseVariance,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
square_firstorder_RootMeanSquared,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_glcm_ClusterShade,6,6,6,6,2,1,2,1,2,2,2,2,0,0,0,0,0,0,0,0
lbp.3D.m2_firstorder_Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_glszm_SizeZoneNonUniformityNormalized,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_firstorder_RootMeanSquared,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
original_firstorder_Mean,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
gradient_ngtdm_Strength,6,6,6,6,5,4,5,4,11,10,11,10,18,15,15,13,29,23,21,15
log.sigma.5.mm.3D_glcm_ClusterTendency,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square_gldm_LargeDependenceLowGrayLevelEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHL_ngtdm_Busyness,8,8,8,8,25,25,23,23,49,47,47,45,84,74,76,67,111,91,85,67
gradient_gldm_SmallDependenceLowGrayLevelEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_glrlm_GrayLevelNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_firstorder_TotalEnergy,4,3,4,3,10,10,9,9,3,2,3,2,5,4,4,4,0,0,0,0
squareroot_gldm_DependenceNonUniformityNormalized,10,8,9,7,2,2,2,2,5,5,5,5,1,1,1,1,0,0,0,0
wavelet.HHL_glszm_SizeZoneNonUniformityNormalized,0,0,0,0,3,2,3,2,0,0,0,0,1,1,1,1,1,1,1,1
wavelet.HLL_glcm_SumAverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_glszm_LargeAreaLowGrayLevelEmphasis,2,2,2,2,5,5,5,5,5,5,5,5,3,3,3,3,0,0,0,0
wavelet.LHH_glrlm_LongRunEmphasis,3,2,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_firstorder_Variance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_firstorder_Skewness,30,26,24,22,21,19,18,16,23,18,21,16,12,8,10,6,9,7,7,5
wavelet.LLH_glszm_SizeZoneNonUniformity,9,9,9,9,15,14,14,13,10,9,9,8,6,5,5,5,5,3,3,2
wavelet.HLH_firstorder_Maximum,4,3,4,3,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
wavelet.LLL_glrlm_HighGrayLevelRunEmphasis,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
wavelet.LHH_glrlm_RunPercentage,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
squareroot_glcm_DifferenceEntropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square_firstorder_MeanAbsoluteDeviation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_firstorder_RobustMeanAbsoluteDeviation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_firstorder_MeanAbsoluteDeviation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_glcm_Contrast,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
squareroot_gldm_GrayLevelVariance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_glszm_LargeAreaHighGrayLevelEmphasis,3,2,3,2,4,4,4,4,2,2,2,2,2,2,2,2,0,0,0,0
gradient_glszm_LargeAreaHighGrayLevelEmphasis,14,14,13,13,18,18,17,17,24,24,23,23,50,48,45,44,66,56,51,42
wavelet.HLL_gldm_SmallDependenceEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_glrlm_ShortRunLowGrayLevelEmphasis,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
lbp.3D.k_glcm_Correlation,0,0,0,0,2,2,2,2,0,0,0,0,4,4,4,4,3,2,3,2
original_glszm_LargeAreaHighGrayLevelEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
squareroot_glcm_ClusterTendency,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
original_gldm_DependenceNonUniformity,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_glcm_MCC,3,3,3,3,3,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0
lbp.3D.k_firstorder_Entropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.5.mm.3D_ngtdm_Strength,2,2,2,2,5,5,5,5,2,2,2,2,3,2,3,2,2,2,2,2
wavelet.LLH_gldm_SmallDependenceHighGrayLevelEmphasis,1,0,1,0,3,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0
square_glcm_Idm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_glcm_MCC,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHH_firstorder_Minimum,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
logarithm_ngtdm_Coarseness,19,17,18,16,23,22,22,21,21,18,20,17,27,25,23,22,29,21,21,13
log.sigma.3.mm.3D_glcm_Autocorrelation,2,2,2,2,1,0,1,0,3,3,3,3,3,3,3,3,2,0,0,0
original_glrlm_LongRunLowGrayLevelEmphasis,45,43,42,40,62,62,60,60,61,55,58,52,74,67,70,63,77,64,61,49
squareroot_gldm_SmallDependenceEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
squareroot_gldm_DependenceEntropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHL_gldm_HighGrayLevelEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHH_firstorder_InterquartileRange,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
wavelet.HHL_firstorder_Entropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
